GeneName	 Accession-1	 Left-End-Position	 Right-End-Position	Product	Map to Escherichia coli CFT073
EG11609	b2369	2483755	2484369	PHOSPHO-EVGA // EVGA-MONOMER	C2905
EG11902	b3943	4136108	4137013	EG11902-MONOMER	C4901
G6355	b0648	679508	680215	G6355-MONOMER	
G6384	b0715	746723	747769	G6384-MONOMER	C0794
EG11822	b1301	1364232	1365512	EG11822-MONOMER	
EG11230	b4118	4340720	4341628	PD00208	C5123
G0-8891	b4595	1308788	1308961	MONOMER0-765	C1714
G7583	b3044	3186187	3186552	MONOMER0-4253	C3612
G6977	b1791	1875673	1876854	B1791-MONOMER	C2196
G7909	b4295	4519338	4520324	G7909-MONOMER	
EG10893	b3295	3440040	3441029	EG10893-MONOMER	C4056
G7707	b3329	3461468	3461977	G7707-MONOMER	C4100
G0-10438	b4512	632182	632379	MONOMER0-2660	C0686
G6853	b1595	1668699	1669592	G6853-MONOMER	C1986
G6646	b1302	1365550	1366815	G6646-MONOMER	
EG10672	b3405	3535865	3536584	PHOSPHO-OMPR-MONOMER // OMPR-MONOMER	C4181
EG12329	b0148	162105	164534	EG12329-MONOMER	C0181
G6723	b1402	1467921	1468826	MONOMER0-4444	C3611
G6620	b1191	1240335	1242071	YCGO-MONOMER	C1640
G7472	b2852	2992094	2993470	G7472-MONOMER	
EG10525	b0345	366428	367510	PD00763	
G7171	b2258	2372892	2373278	G7171-MONOMER	C2801
EG12097	b2593	2734303	2735034	EG12097-MONOMER	C3115
G6153	b0282	297381	297791	G6153-MONOMER	
G7290	b2460	2574302	2575003	G7290-MONOMER	C2985
EG10400	b3423	3559848	3560605	PD03576	C4200
EG12005	b2124	2211726	2212196	EG12005-MONOMER	C2654
G6223	b0372	391739	392605	MONOMER0-4441	
G6142	b0270	285395	286777	B0270-MONOMER	
EG30099	b2911	3055983	3056165	6S-RNA	
EG10254	b3075	3221466	3222449	PD03254	C3832
G7704	b3326	3458339	3459820	G7704-MONOMER	C4097
EG11894	b2012	2084226	2084453	EG11894-MONOMER	
EG11432	b2399	2518813	2519205	EG11432-MONOMER	C2935
EG10036	b1300	1362743	1364230	ALDHDEHYDROG-MONOMER	
EG10070	b3237	3384703	3385173	PD00194	C3992
EG11684	b3655	3830457	3832166	EG11684-MONOMER	C4480
G0-16639	b4711	1299567	1300547	MONOMER0-4347	
EG12393	b3063	3208024	3209487	YGJE-MONOMER	C3814
G7944	b4357	4594937	4595851	G7944-MONOMER	C5436
G7826	b4124	4349315	4350034	PHOSPHO-DCUR-MONOMER // DCUR-MONOMER	C5130
G6999	b1821	1905688	1906254	G6999-MONOMER	C2228
EG11291	b2936	3081913	3082671	EG11291-MONOMER	C3521
EG12431	b1299	1361911	1362468	EG12431-MONOMER	
G6644	b1297	1359490	1360908	G6644-MONOMER	
G7488	b2869	3004008	3005786	G7488-MONOMER	C3447
EG11137	b1864	1947411	1948151	EG11137-MONOMER	C2278
G0-10530		566842	568004	MONOMER0-4247	C1224
EG11940	b4065	4279980	4281629	YJCE-MONOMER	C5057
G7869	b4212	4434113	4434493	G7869-MONOMER	C5311
G6750	b1439	1510003	1511409	G6750-MONOMER	C1863
G6178	b0308	323758	324453	G6178-MONOMER	C0424
G7850	b4185	4412387	4413025	G7850-MONOMER	C5272
G6889	b1649	1726023	1726622	G6889-MONOMER	C2042
EG11558	b0037	36271	37824	CAIC-MONOMER	C0046
G6395	b0761	793856	794644	MONOMER0-185	C0837
G7697	b3280	3429766	3430023	G7697-MONOMER	C4041
G7906	b4285	4509009	4509479		
EG11704	b0462	481254	484403	ACRB-MONOMER	C0580
G6680	b1356	1419765	1420241	G6680-MONOMER	
G6088	b0034	34300	34695	G6088-MONOMER	C0043
EG11599	b1532	1619989	1620207	EG11599-MONOMER	C1954
G7597	b3074	3220915	3221247	G7597-MONOMER	C3830
G6165	b0294	310746	311336	G6165-MONOMER	C0405
G7291	b2461	2574978	2575457	G7291-MONOMER	C2986
EG12335	b0162	182463	183620	EG12335-MONOMER	C0199
G7436	b2770	2895776	2896555	G7436-MONOMER	C3329
G7480	b2860	2996372	2997277	MONOMER0-4448	C3611
EG11512	b0010	9928	10494	EG11512-MONOMER	C0015
EG12006	b2125	2212243	2212962	MONOMER0-4276 // EG12006-MONOMER	C2655
EG12123	b2289	2405703	2406641	EG12123-MONOMER	C2830
G7701	b3323	3453929	3455398	G7701-MONOMER	C4094
G7238	b2375	2493767	2494402	G7238-MONOMER	C2911
G7344	b2550	2682863	2684056	G7344-MONOMER	C3072
G7285	b2455	2570348	2571751	G7285-MONOMER	C2980
EG11849	b3884	4074669	4075454	EG11849-MONOMER	C4824
G7048	b1955	2025511	2026326	G7048-MONOMER	C2373
G6667	b1331	1396112	1397092	MONOMER0-4236	
EG11242	b0898	945871	947019	YCAD-MONOMER	C1037
G0-9621	b4501	2476310	2476510	MONOMER0-1641	
EG11544	b3512	3658366	3658893	EG11544-MONOMER	C4323
G6885	b1645	1722121	1724133	G6885-MONOMER	C2037
G6914	b1688	1769074	1770186	G6914-MONOMER	C2083
EG11450	b3764	3948086	3948424	EG11450-MONOMER	C4686
EG50006	b2441	2557318	2558679	EUTB-MONOMER	C2975
EG10989	b3118	3266127	3267065	PD00268	C3876
G6672	b1340	1405979	1406542	G6672-MONOMER	C1814
G6169	b0299	315587	316453	G7126-MONOMER	
G7330	b2536	2666707	2667846	HCAT-MONOMER	C3062
EG12624	b3555	3719478	3719768	EG12624-MONOMER	C4375
EG10842	b3906	4098646	4099494	PD00222	C4856
EG12445	b2578	2715423	2716010	EG12445-MONOMER	C3102
G6471	b0916	969389	970621	G6471-MONOMER	C1057
G7270	b2438	2555228	2555728	G7270-MONOMER	C2972
EG10665	b3169	3316039	3317526	EG10665-MONOMER	C3926
G6289	b0520	549627	550442	G6289-MONOMER	C0634
G0-10546		4498272	4499500	MONOMER0-4259	
G6917	b1691	1772512	1773777	B1691-MONOMER	C2086
EG10364	b2837	2976599	2977630	PD03028	C3434
EG11215	b4363	4601624	4602097	EG11215-MONOMER	C5442
G0-10657	b4686	4053647	4053757	MONOMER0-2884	
EG11775	b0685	711605	711898	EG11775-MONOMER	C0772
EG10050	b0564	583681	584430	PD00967	
EG12874	b0412	432312	432851	EG12874-MONOMER	C0522
G0-10525		315291	316453	MONOMER0-2748	C1224
G6466	b0899	947229	948659	YCAM	
G7789	b4479	3874471	3875160	G7790-MONOMER	C4616
G7867	b4210	4432091	4433056	G7867-MONOMER	C5309
EG12291	b3587	3754105	3754428	EG12291-MONOMER	
G0-9962	b4618	3853553	3853642	MONOMER0-1922	
G7348	b2571	2707798	2708754	G7348-MONOMER	C3095
EG11970	b3293	3439141	3439509	EG11970-MONOMER	C4054
G7900	b4278	4502103	4503431	G7900-MONOMER	C3703
EG20110	b3350	3478802	3480607	KEFB-MONOMER	C4125
EG10470	b0974	1035066	1035773	HYAC-MONOMER	C1115
G6985	b1799	1880886	1881809	G6985-MONOMER	
G7534	b2966	3109553	3110260	G7534-MONOMER	C3555
EG11855	b3890	4079751	4079969	EG11855-MONOMER	
EG11815	b0996	1058084	1059256	EG11815-MONOMER	C1132
G6933	b1728	1810211	1810801	G6933-MONOMER	C2127
G6706	b1384	1446378	1447283	G6706-MONOMER	
EG11604	b4473	3432436	3433560	EG11604-MONOMER	C4046
G7126	b2089	2170532	2171398	MONOMER0-4447	
EG12631	b4476	3575721	3577061	GNTU-MONOMER	C4224
EG12060	b2202	2297657	2298259	NAPC-MONOMER	C2739
G6332	b0603	636716	637618	G6332-MONOMER	C0691
G6561	b1069	1127839	1129374	G6561-MONOMER	C1338
EG11214	b4360	4599695	4600189	EG11214-MONOMER	C5439
EG11229	b1476	1551338	1551991	FDNI-MONOMER	C1907
G7855	b4192	4418561	4419625	G7855-MONOMER	C5280
EG20249	b4324	4554576	4555349	EG20249-MONOMER	C5404
EG11125	b1257	1314718	1315224	EG11125-MONOMER	C1723
G6509	b0988	1050027	1050530	G6509-MONOMER	
EG12367	b0575	598714	601857	YBDE-MONOMER	C0661
EG10640	b1227	1285849	1286526	NARI-MONOMER	C1688
EG12289	b3585	3751992	3752966	EG12289-MONOMER	
EG12173	b3334	3465082	3465543	EG12173-MONOMER	C4105
G7844	b4176	4404386	4404583	G7844-MONOMER	C5260
G6554	b1057	1118480	1119046	G6554-MONOMER	C1323
G7757	b3440	3579768	3580805	G7757-MONOMER	C4229
EG12108	b2709	2830775	2832289	EG12108-MONOMER	C3263
G7690	b4472	3392458	3396258	G7690-MONOMER	C4000
G6145	b0274	290649	291152	MONOMER0-4440	
EG12141	b1660	1739911	1741122	YDHC-MONOMER	C2054
EG11856	b3892	4081225	4081860	FDOI-MONOMER	C4842
EG11785	b2577	2714439	2715320	EG11785-MONOMER	C3101
EG10607	b0634	665201	666313	EG10607-MONOMER	C0725
G7568	b4469	3158927	3161146	G7568-MONOMER	C3749
EG12061	b2203	2298269	2298718	NAPB-MONOMER	C2741
G7747	b3413	3544882	3545565	G7747-MONOMER	C4190
EG11506	b3178	3325001	3326935	EG11506-MONOMER	
G7432	b2766	2892657	2893928	G7432-MONOMER	C3325
G0-10543		2068952	2070180	MONOMER0-4256	
EG11896	b2014	2085704	2087062	YEEF-MONOMER	C2540
EG11781	b4070	4287764	4289200	CYTOCHROMEC552-MONOMER	C5066
EG11109	b0730	765153	765875	PD01103	
G7711	b3333	3463922	3465085	G7711-MONOMER	C4104
					
EG10933	b0721	755177	755566	SDH-MEMB1	C0798
G7739	b3395	3521972	3522751	G7739-MONOMER	C4165
EG10972	b2706	2828621	2828980	PD00345	C3260
G7013	b1840	1923719	1924591	G7013-MONOMER	C2250
EG11691	b3664	3842455	3843789	EG11691-MONOMER	C4588
EG12054	b2196	2292961	2294904	EG12054-MONOMER	C2733
EG10821	b2217	2316177	2316827	MONOMER0-4556 // PHOSPHO-RCSB // RCSB-MONOMER	C2760
G7251	b2389	2509630	2510886	G7251-MONOMER	C2928
G6895	b1667	1746700	1747005	G6895-MONOMER	C2059
EG10172	b1418	1490902	1491432	CYTOCHROME-B561-MONOMER	C1844
G7738	b3394	3521433	3521972	G7738-MONOMER	C4164
EG10636	b0676	700374	701594	PD00266	C0751
G6618	b1181	1228815	1229276	G6618-MONOMER	C1629
EG11159	b2923	3068173	3068808	YGGA-MONOMER	C3501
EG11945	b4071	4289245	4289811	CYTOCHROMEC-MONOMER	C5067
EG10467	b0440	461451	461723	EG10467-MONOMER	C0556
G6458	b0874	913958	914857	G6458-MONOMER	C1007
G6451	b0866	904593	904916	G6451-MONOMER	C0999
EG11800	b2995	3142986	3144164	EG11800-MONOMER	C3732
G7737	b3393	3521009	3521449	G7737-MONOMER	C4163
EG10338	b0080	88028	89032	PD00521	C0098
G6258	b0482	507286	508080	G6258-MONOMER	C0602
EG10652	b0019	17489	18655	NHAA-MONOMER	C0024
EG10934	b0722	755560	755907	SDH-MEMB2	C0800
EG10166	b3556	3720049	3720261	PD03695	C4377
EG11918	b4002	4201263	4201688	EG11918-MONOMER	C4959
G0-10649	b4676	1878773	1878871	MONOMER0-2876	
EG12294	b3610	3784191	3784442	OX-GLUTAREDOXIN-C // GRXC-MONOMER	C4433
G7736	b3392	3520615	3521019	G7736-MONOMER	C4162
G8207	b2087	2169693	2170167		
EG12710	b1962	2032384	2033079	EG12710-MONOMER	C2381
EG10056	b2841	2980764	2982182	ARAE-MONOMER	C3438
EG11031	b3781	3965761	3966090	OX-THIOREDOXIN-MONOMER // RED-THIOREDOXIN-MONOMER	C4701
G7678	b3226	3373698	3374489	G7678-MONOMER	C3980
G7708	b3330	3461974	3462351	G7708-MONOMER	C4101
EG12269	b3548	3712236	3712934	EG12269-MONOMER	C4366
EG12688	b1064	1123407	1124054	OX-GLUTAREDOXIN-B // GRXB-MONOMER	C1331
G7634	b3136	3281976	3283130	G7634-MONOMER	C3893
G7326	b2531	2661643	2662131	G7326-MONOMER	C3057
EG11943	b4068	4284899	4285213	YJCH-MONOMER	C5063
G6592	b1148	1203822	1204160	G6592-MONOMER	
G7235	b2372	2489242	2490186	B2372-MONOMER	C2908
EG11887	b2582	2718735	2719154	OX-THIOREDOXIN2-MONOMER // RED-THIOREDOXIN2-MONOMER	C3107
G6919	b1696	1778390	1779301	G6919-MONOMER	C2091
G7186	b2292	2409520	2411352	G7186-MONOMER	C2833
EG11825	b1464	1534965	1535858	EG11825-MONOMER	C1896
G7401	b2673	2800723	2800968	G7401-MONOMER	C3226
G7288	b2458	2572489	2573505	G7288-MONOMER	C2983
G6664	b1328	1391991	1392890	G6664-MONOMER	C1802
EG11579	b0798	832468	832950	EG11579-MONOMER	C0882
G6312	b0557	578600	578893	G6312-MONOMER	C1564
G6877	b1634	1712769	1714271	B1634-MONOMER	C2026
EG12181	b1654	1733754	1734101	EG12181-MONOMER	C2048
G6274	b0504	531295	532221	G6274-MONOMER	C0619
G6431	b0831	870967	871887	YLIC-MONOMER	C0916
EG11192	b3644	3816676	3817539	EG11192-MONOMER	C4468
EG10417	b0849	890496	890753	GLUTAREDOXIN-MONOMER // RED-GLUTAREDOXIN	C0982
G6868	b1624	1703268	1704308	G6868-MONOMER	C2016
EG12739	b3094	3246652	3247428	PD03270	C3852
EG11099	b0456	476672	477025	EG11099-MONOMER	C0574
G6151	b0280	295139	295579	G6151-MONOMER	
G6393	b0752	783882	784823	B0752-MONOMER	C0827
G7189	b2295	2412677	2413132	G7189-MONOMER	C2836
EG12246	b3520	3671292	3671894	EG12246-MONOMER	C4331
EG11891	b2008	2079533	2080591	EG11891-MONOMER	C2536
G7834	b4144	4372809	4373162	G7834-MONOMER	C5228
EG12113	b3391	3519465	3520703	EG12113-MONOMER	C4161
EG12008	b2127	2214866	2215597	EG12008-MONOMER	C2657
G7675	b3221	3369014	3369478	G7675-MONOMER	C3975
G6129	b0254	269289	270182	G6129-MONOMER	
EG13283	b2367	2480638	2482176	EMRY-MONOMER	C2902
EG11721	b3711	3892765	3893724	EG11721-MONOMER	C4634
G7705	b3327	3459817	3461013	G7705-MONOMER	C4098
G7535	b2968	3110590	3111126	G7535-MONOMER	C3699
EG10275	b3255	3405436	3405906	BCCP-MONOMER	C4011
EG12019	b2137	2226509	2227270	EG12019-MONOMER	C2669
EG11434	b1531	1619574	1619957	PD00365	C1953
G7400	b2672	2800146	2800475	B0899-MONOMER	C3223
EG12877	b1154	1207501	1208130	EG12877-MONOMER	
EG12576	b4337	4567287	4568519	YJIO-MONOMER	
G0-10592	b4597	1491442	1491506	RNA0-328	
EG11088	b0113	122092	122856	EG11088-MONOMER	C0140
G6267	b0491	516583	517362	G6267-MONOMER	
G7177	b2270	2383995	2385722	G7177-MONOMER	C2813
EG11865	b3901	4093124	4093438	EG11865-MONOMER	C4850
EG10935	b1916	1996110	1996832	PD02198	C2330
G6995	b1811	1894552	1894731	G6995-MONOMER	C2216
EG11740	b0568	587982	590954	EG11740-MONOMER	C0654
EG12281	b3577	3744328	3744801	MONOMER0-422	C4399
EG10801	b1014	1074920	1078882	PUTA-MONOMER	C1151
EG11636	b1528	1617028	1618218	YDEA-MONOMER	C1950
G6884	b1644	1721264	1722121	G6884-MONOMER	C2036
EG10588	b3938	4128078	4128395	PD04032	C4891
G6564	b1104	1162247	1162624	G6564-MONOMER	C1377
					
EG11869	b3909	4101690	4102673	KDGT-MONOMER	C4861
EG10442	b1508	1592176	1592442	EG10442-MONOMER	C1941
G7702	b3324	3455578	3456393	G7702-MONOMER	C4095
G6426	b0823	860174	862606	G6426-MONOMER	C0908
EG11095	b0404	424337	424918	EG11095-MONOMER	C0514
EG10319	b1891	1977266	1977844	MONOMER0-2488	C2306
G6230	b0387	405764	406222	G6230-MONOMER	C0494
G7280	b2450	2564523	2565332	G7280-MONOMER	
EG11686	b3657	3834547	3835929	YICJ-MONOMER	C4490
EG50003	b1094	1151615	1151851	OCTANOYL-ACP // LIPOYL-ACP // CIS-DELTA5-DODECENOYL-ACP // TRANS-DELTA3-CIS-DELTA5-DODECENOYL-ACP // SUCC-ACP // CIS-DELTA3-DECENOYL-ACP // BETA-KETO-CIS-DELTA5-DODECENOYL-ACP // BETA-HYDROXY-CIS-DELTA5-DODECENOYL-ACP // MONOMER-4603 // MONOMER-4565 // BUT-2-ENOYL-ACP // 3R-3-HYDROXYOCTANOYL-ACP // 2-HEXADECENOYL-ACP // ACP-MONOMER // EG50003-MONOMER	C1364
EG10133	b4133	4360396	4361934	PD00436	C5142
G6920	b1697	1779617	1780381	G6920-MONOMER	C2093
G0-10645	b4673	1390868	1390933	MONOMER0-2872	
G7924	b4327	4557378	4558289	G7924-MONOMER	C5407
EG12391	b1705	1789613	1789804	EG12391-MONOMER	C2101
G7225	b2356	2472112	2472387	G7225-MONOMER	C1555
EG11419	b2182	2278570	2279760	BCR-MONOMER	C2719
G7594	b3071	3216779	3217402	G7594-MONOMER	C3824
EG12455	b2835	2972669	2973862	EG12455-MONOMER	C3430
EG12256	b3529	3683630	3685618	EG12256-MONOMER	C4341
G7257	b2409	2525930	2526856	G7257-MONOMER	C2942
EG11937	b4060	4274760	4275041	EG11937-MONOMER	C5050
G7079	b1999	2070786	2071211	G7079-MONOMER	
EG11054	b3666	3845776	3847167	UHPT-MONOMER	C4590
G6864	b1608	1682159	1682878	PHOSPHO-RSTA // RSTA-MONOMER	C2000
EG11466	b3819	4003288	4004178	EG11466-MONOMER	C4740
EG11766	b3595	3767221	3767922	EG11766-MONOMER	
EG10711	b4108	4326399	4326734	EG10711-MONOMER	C5113
G6638	b1284	1343597	1344346	G6638-MONOMER	C1754
EG11522	b0702	733776	734102	EG11522-MONOMER	
G6822	b1549	1637047	1637457	G6822-MONOMER	C1440
EG10617	b3161	3304573	3305817	MTR-MONOMER	C3914
G6784	b1490	1565758	1567140	G6784-MONOMER	
G6247	b0447	468383	468841	G6247-MONOMER	C0564
G7929	b4332	4561497	4562675	G7929-MONOMER	C5414
EG11182	b3356	3485414	3485818	EG11182-MONOMER	C4131
G0-10201	b4616	3853118	3853257	RNA0-282 // RNA0-281	
G7172	b2259	2373272	2373538	G7172-MONOMER	C2802
EG12615	b0995	1057262	1057954	TORR-MONOMER	C1131
EG10433	b3803	3987885	3989066	HEMX-MONOMER	C4722
G6685	b1361	1422752	1423312	G6685-MONOMER	
G7679	b3227	3374869	3376236	YHCL-MONOMER	
G6804	b1517	1606100	1606975	G6804-MONOMER	
EG12235	b3501	3648528	3648881	EG12235-MONOMER	
G7549	b2983	3131341	3132408	G7549-MONOMER	C3720
G7938	b4342	4572414	4573931	G7938-MONOMER	
G6577	b1120	1179520	1180359	MONOMER0-4534 // G6577-MONOMER	C1395
EG11884	b1430	1501562	1502155	EG11884-MONOMER	C1854
EG11965	b3601	3775572	3776159	PD00369	C4418
G7823	b4110	4329360	4330238	G7823-MONOMER	C5115
G6589	b1145	1202259	1202933	G6589-MONOMER	C3197
G7130	b2098	2178821	2180098	B2098-MONOMER	C2625
G0-10574	b4603	2033649	2033739	RNA0-327	
EG11668	b2220	2321866	2323251	PHOSPHO-ATOC // ATOC-MONOMER	C2763
G6572	b1115	1174092	1175165	G6572-MONOMER	C1390
G7648	b3154	3299472	3299915	G7648-MONOMER	C3907
EG12252	b3525	3678420	3679187	EG12252-MONOMER	C4336
EG10042	b0111	119281	120135	EG10042-MONOMER	C0130
EG10897	b3461	3599929	3600783	RPOH-MONOMER	C4254
G7520	b4465	3076179	3077456	G7520-MONOMER	C3514
G6309	b0554	577398	577613	G6309-MONOMER	C1561
G6857	b1599	1672820	1673149	B1599-MONOMER	C1991
EG11236	b0315	332371	333459	EG11236-MONOMER	C0435
EG10551	b2839	2979021	2979956	PD00360	C3436
EG12220	b3474	3611865	3612914	EG12220-MONOMER	C4267
G7382	b2647	2778146	2782726	G7382-MONOMER	C1619
G6869	b1625	1704949	1705164	G6869-MONOMER	C2017
EG11665	b3057	3203310	3204131	EG11665-MONOMER	C3807
EG10439	b0460	480090	480308	EG10439-MONOMER	C0578
G7162	b2249	2362431	2363633	G7162-MONOMER	C2791
G6148	b0277	292322	292948	G6148-MONOMER	C3648
G6338	b0612	645117	646580	B0612-MONOMER	C0700
G6623	b1194	1243793	1244527	G6623-MONOMER	C1644
EG10292	b4292	4516764	4517717	EG10292-MONOMER	
EG10372	b1761	1842371	1843714	GDHA-MONOMER	C2162
G6970	b1784	1868955	1870238	G6970-MONOMER	C2189
G0-10689	b4702	4467431	4467484	MONOMER0-4201	
EG11158	b2912	3056241	3056789	EG11158-MONOMER	C3493
EG10116	b3723	3905731	3906567	EG10116-MONOMER	C4646
G6813	b1527	1615763	1616878	G6813-MONOMER	
G6125	b0250	265620	266087	G6125-MONOMER	
EG12908	b3370	3499910	3501247	YHFM-MONOMER	
EG12402	b1217	1272119	1272349	EG12402-MONOMER	C1677
G7891	b4264	4490141	4491139	G7891-MONOMER	C5365
G7874	b4220	4442382	4444115	G7874-MONOMER	C5318
G6507	b0986	1048688	1049332	G6507-MONOMER	
EG11277	b0001	190	255	EG11277-MONOMER	C5491
EG12867	b0376	395130	396287	EG12867-MONOMER	C0480
G7563	b3010	3154262	3155218	G7563-MONOMER	C3744
G6399	b0769	800759	801811	G6399-MONOMER	C0846
EG11634	b1548	1635798	1636367	EG11634-MONOMER	
EG12544	b4279	4504058	4505275	YJHB-MONOMER	
G7161	b2248	2361429	2362211	G7161-MONOMER	C2790
G6464	b0890	933224	937213	G6464-MONOMER	C1027
G6108	b0224	245065	245805	G6108-MONOMER	C0374
G0-9602	b4419	1269168	1269275	MONOMER0-1601	
G6812	b1526	1614804	1615685	G6812-MONOMER	C1949
G0-10511	b4502	2265041	2265295	MONOMER0-2726	C2707
G7917	b4307	4533239	4533784	G7917-MONOMER	
EG12249	b3523	3674786	3676108	YHJE-MONOMER	C4334
G6546	b1040	1102546	1103196	PD01379	C1302
EG12102	b3409	3540407	3542728	FEOB-MONOMER	C4186
EG12373	b2795	2926308	2927672	EG12373-MONOMER	C3361
G7366	b2631	2766984	2767355	G7366-MONOMER	
G6201	b0346	367587	368420	G6201-MONOMER	
EG12159	b0391	408177	408461	EG12159-MONOMER	C0499
G7372	b2637	2771148	2771615	G7372-MONOMER	C0283
EG12029	b2161	2252895	2254145	YEIJ-MONOMER	
G7239	b2376	2494698	2494973	G7239-MONOMER	C2912
G6175	b0305	320227	321081	G6175-MONOMER	C0421
EG11167	b3040	3182550	3183323	EG11167-MONOMER	C3789
G6747	b1436	1508834	1509064	G6747-MONOMER	C1860
EG11788	b2052	2126225	2127190	FCL-MONOMER	C2578
G7084	b2004	2077112	2077480	G7084-MONOMER	C2531
EG12190	b2437	2554130	2555182	EG12190-MONOMER	C2971
G6640	b1287	1348980	1350107	G6640-MONOMER	C1758
G7277	b2447	2562524	2563117	G7277-MONOMER	
EG11840	b3874	4062247	4063512	YIHN-MONOMER	C4823
G7102	b2057	2130853	2132070	G7102-MONOMER	C2583
EG11913	b3954	4147466	4148317	EG11913-MONOMER	C4913
G7875	b4221	4444112	4447891	G7875-MONOMER	C5319
G6512	b0991	1051847	1052077	G6512-MONOMER	C1124
G7098	b2047	2120160	2121554	G7098-MONOMER	C2572
G6619	b1182	1229483	1230394	G6619-MONOMER	C1630
EG11615	b4113	4333282	4333950	PHOSPHO-BASR // BASR-MONOMER	C5118
G6288	b4572	548357	549616	G6288-MONOMER	C0633
G7221	b2352	2469131	2470462	G7221-MONOMER	
EG11639	b1533	1620238	1621137	EG11639-MONOMER	C1961
G7094	b2043	2114502	2115896	G7094-MONOMER	C2568
EG11285	b2554	2687469	2688803	MONOMER0-4147 // EG11285-MONOMER	C3077
EG10155	b2155	2244778	2246769	EG10155-MONOMER	C2690
G6176	b0306	321608	322327	G6176-MONOMER	C0422
G7106	b2061	2135655	2136098	G7106-MONOMER	C2587
G0-9613	b4455	3720448	3720600	MONOMER0-1605	
EG11029	b4393	4632760	4633086	PD00423	C5480
G0-8887	b4598	1517099	1517194	MONOMER0-761	
G6835	b1568	1647346	1647636	G6835-MONOMER	
EG11343	b1053	1114264	1115490	YCEE-MONOMER	C1319
EG11502	b0196	219591	219995	RCSF-MONOMER	C0237
EG10894	b3987	4181245	4185273	RPOB-MONOMER	C4944
G7097	b2046	2118680	2120158	G7097-MONOMER	C2571
G0-10601	b4610	2969330	2969476	MONOMER0-2825	
G7103	b2058	2132067	2132555	G7103-MONOMER	C2584
G0-9605	b4421	1269703	1269810	MONOMER0-1602	C1675
EG10681	b3961	4158490	4159407	PD00214	C4922
G0-10446	b4525	1390680	1390862	MONOMER0-2668	C1800
G6819	b1545	1633622	1634212	G6819-MONOMER	
EG11020	b1363	1423782	1425239	TRKG-MONOMER	
G7099	b2054	2128340	2128888	G7099-MONOMER	C2580
EG10531	b0076	84368	85312	PD00519	C0093
EG12392	b1206	1259124	1260803	YCHM-MONOMER	C1664
EG12378	b1867	1950832	1951398	EG12378-MONOMER	C2281
G7095	b2044	2115907	2117127	G7095-MONOMER	C2569
G7381	b2646	2777453	2777782	G7381-MONOMER	
EG10415	b3181	3328239	3328715	EG10415-MONOMER	C3938
EG12213	b3467	3605251	3605610	EG12213-MONOMER	C4260
G6682	b1358	1420684	1421106	G6682-MONOMER	
EG10522	b2587	2724448	2725746	KGTP-MONOMER	C3112
EG11790	b2050	2124523	2125746	EG11790-MONOMER	C2576
EG10268	b0566	586147	586908	PD00969	
EG11463	b3816	4001426	4002376	CORA-MONOMER	C4737
EG11984	b2033	2104494	2105084	EG11984-MONOMER	
G7107	b2062	2136104	2137243	G7107-MONOMER	C2589
G0-9041	b4453	3699980	3700087	MONOMER0-921	C4351
EG10087	b2714	2838254	2839264	EG10087-MONOMER	
EG11694	b3674	3855114	3855611	EG11694-MONOMER	C4598
G6586	b1142	1201069	1201380	G6586-MONOMER	
G7503	b4464	3027121	3028488	G7504-MONOMER	C3462
EG11787	b2053	2127193	2128314	GDPMANDEHYDRA-MONOMER	C2579
G7854	b4191	4417698	4418453	G7854-MONOMER	C5279
G7138	b2106	2185917	2186741	G7138-MONOMER	C2633
EG11383	b3209	3349806	3350459	EG11383-MONOMER	C3969
G7104	b2059	2132558	2133397	G7104-MONOMER	C2585
G7085	b2005	2077569	2077943	G7085-MONOMER	C2532
G7518	b2921	3066277	3067173	G7518-MONOMER	C3499
EG11145	b2395	2515643	2517832	EG11145-MONOMER	C2933
G6122	b0247	264256	264732	G6122-MONOMER	
G7070	b1985	2058203	2059846	YEEO-MONOMER	C2448
G7100	b2055	2128904	2129650	G7100-MONOMER	C2581
G6761	b1450	1520262	1520927	G6761-MONOMER	C1874
G0-10460	b4544	2372557	2372892	MONOMER0-2682	C2800
G7626	b3113	3259721	3260110	G7626-MONOMER	C3871
G7096	b2045	2117124	2118404	G7096-MONOMER	C2570
G6120	b0245	263328	263669	G6120-MONOMER	
G6398	b0768	799622	800575	G6398-MONOMER	C0845
G7512	b2899	3042489	3043148	G7512-MONOMER	C3480
EG12205	b1558	1641855	1642067	EG12205-MONOMER	C3185
G6786	b1492	1568954	1570489	XASA-MONOMER	C1921
G7091	b2028	2098447	2099613	UGD-MONOMER	C2555
G6097	b0189	213678	213932	G6097-MONOMER	C0227
EG12101	b3408	3540163	3540390	EG12101-MONOMER	C4185
G7460	b2832	2970420	2971133	G7460-MONOMER	C3427
EG10260	b0595	627694	628551	HOLO-ENTB // ENTB-MONOMER	C0682
EG10373	b0018	16751	16960	EG10373-MONOMER	
EG12341	b2572	2708754	2709404	EG12341-MONOMER	C3096
G7329	b2535	2665435	2666715	G7329-MONOMER	C3061
EG11302	b1573	1648823	1649041	EG11302-MONOMER	C1407
