Genes,GT,CF_labs
yrkB,1,1
bltR,1,1
yrkA,1,1
yrzO,1,1
yrdR,1,1
czcR,1,1
yrdP,1,1
czcD,1,1
yrdN,1,1
yrdF,1,1
cypA,1,1
yrdDc,1,1
yrdDm,1,1
yrdDn,1,1
yrdC,1,1
yrdB,1,1
yrdA,1,1
aadK,1,1
yrpB,1,1
murI,1,0
yrpD,1,1
BSU_26829,1,1
yrpDX,1,1
BSU_26827,1,1
zinT,1,1
sigZ,1,1
yrpG,1,1
yraO,1,1
yraN,1,1
prpF,1,1
csn,1,1
yraL,1,1
yraK,1,1
yraJ,1,1
yraI,1,1
BSU_26935,1,1
yraH,1,1
adhR,1,1
yrzP,1,1
adhA,1,1
sufL,1,1
BSU_27035,1,1
levR,1,1
BSU_27085,1,1
aapA,1,1
yrhP,1,1
yrhO,1,1
sigV,1,1
rsiV,1,1
oatA,1,1
yrhK,1,1
cypB,1,1
bscR,1,1
BSU_27185,1,1
yrzI,1,1
yrhG,1,1
yrhF,1,1
yrhE,1,1
yrhD,1,1
mccB,1,1
mccA,1,1
mtnN,1,1
yrzA,1,1
pbpI,1,1
greA,1,1
udk,1,1
yrrO,1,1
yrrN,1,1
yrrM,1,1
yrrL,1,1
yrzB,1,1
rimF,1,1
yrzL,1,1
alaS,0,1
yrrI,1,1
yrzQ,1,1
yrzR,1,1
recDB,1,1
yrrB,1,1
mnmA,1,1
iscSA,1,1
rarA,1,1
tcdA,1,1
aspS,0,1
hisS,0,1
yrzK,1,1
yrvJ,1,1
dtd,1,1
rsh,1,1
apt,1,1
recJ,1,1
yrvC,1,1
secDF,1,1
comN,1,1
yrbG,1,1
yrzE,1,1
yrbF,1,1
tgt,1,1
queA,1,1
yrzS,1,1
yrbE,1,1
yrzF,1,1
BSU_27786,1,1
yrzH,1,1
yrzT,1,1
alaP,1,1
yrbC,1,1
sgpA,1,1
niaR,1,1
pheA,1,1
thrR,1,1
obgE,1,1
BSU_27935,1,1
rpmA,0,1
rppA,1,1
rplU,0,1
mreD,0,1
mreC,0,1
mreB,0,1
maf,1,1
spoIIB,1,1
yszA,1,1
cotN,1,1
ysxD,1,1
engB,1,1
tig,1,1
ysoA,1,1
cotQ,1,1
ysnE,1,1
ysnB,1,1
rdgB,1,1
rph,1,1
rcmE,1,0
ysmB,1,1
ysmA,1,1
yslB,1,1
lysCA,1,0
lysCB,1,1
BSU_28509,1,1
abfB,1,1
fadB,1,1
fadR,1,1
yshE,1,1
mutSB,1,1
polX,1,1
yshB,1,1
zapA,1,1
rnhC,1,1
BSU_28645,1,1
rlmBB,1,1
ysfB,1,1
glcD,1,1
glcF,1,1
ysfE,1,1
BSU_28709,1,1
cstA,1,1
egsA,1,1
frvX,1,1
pftB,1,1
pftA,1,1
lytT,1,1
lytS,1,1
ysaA,1,1
ytxB,1,1
dnaI,0,1
dnaB,0,1
nrdR,1,1
ytcD,1,1
ytbD,1,1
ytbE,1,1
coaE,0,1
spcF,1,1
mutM,1,1
polA,1,1
ytwI,1,1
ytzA,1,1
pyk,1,1
pfkA,1,1
accA,0,0
accD,0,0
maeB,1,1
dnaEC,1,1
ytzJ,1,1
nrnA,1,1
ytpI,1,1
ytoI,1,1
cmoJ,1,1
cmoI,1,1
cmoO,1,1
tcyN,1,1
tcyM,1,1
tcyK,1,1
tcyJ,1,1
snaA,1,1
ascR,1,1
ytkK,1,1
ytzD,1,1
argH,1,1
argG,1,1
moaB,1,1
BSU_29479,1,1
ytxK,1,1
tpx,1,1
gerW,1,1
ppnKB,1,1
ytcJ,1,1
ytcI,1,1
trmG,1,1
iscSB,1,1
braB,1,1
hisK,1,1
refZ,1,1
msrC,1,1
dgcP,1,1
motS,1,1
motP,1,1
aroX,1,0
brxJ,1,1
murC,0,0
sftA,1,1
ytpR,1,1
ytpQ,1,1
ytpP,1,1
BSU_29845,1,1
ytoQ,1,1
ytoP,1,1
ytzB,1,1
maeC,1,1
ytnP,1,1
trmB,1,1
ytmP,1,1
amyX,1,1
ytlR,1,1
ytlQ,1,1
ytlP,1,1
ytkP,1,1
ytjP,1,1
pbuO,1,1
ytzE,1,1
rsuA,1,1
murJ,1,1
ytfP,1,1
opuD,1,1
rmgU,1,1
rmgT,1,1
rmgS,1,1
rmgQ,1,1
rmgP,1,1
rmgR,1,1
ytcQ,1,1
ytcP,1,1
ytaP,1,1
msmR,1,1
msmE,1,1
msmF,1,1
msmG,1,1
melA,1,1
ytwF,1,1
leuS,0,1
ytvB,1,1
blrA,1,1
yttB,1,1
bceB,1,1
bceA,1,1
bceS,1,1
bceR,1,1
BSU_30466,1,1
ytzC,1,1
ytqA,1,1
ytqB,1,1
tbcS,1,1
ytpA,1,1
ytoA,1,1
ytnA,1,1
asnB,1,0
metK,0,1
ytmB,1,1
ytmA,1,1
ytlC,1,1
ytlD,1,1
rppG,1,1
ytkC,1,1
ytzI,1,1
ytkA,1,1
luxS,1,1
ytjA,1,1
ytiB,1,1
rpmEB,1,1
ythA,1,1
ythB,1,1
ytzL,1,1
menH,1,1
ytdA,1,1
ytcA,1,1
ytcB,1,0
ytcC,1,1
cotOO,1,1
ytaB,1,1
thiT,1,1
floT,1,1
nfeDB,1,1
yuaE,1,1
yuaD,1,1
gbsB,1,1
gbsA,1,1
gbsR,1,1
bslA,1,1
ktrA,1,1
ktrB,1,1
yubF,1,1
lytG,1,1
yubD,1,1
cdoA,1,1
uppP,1,0
yubA,1,1
iolU,1,1
rhaA,1,1
rhaM,1,1
rhaB,1,1
rhaR,1,1
rhaE,1,1
tgl,1,1
yuzH,1,1
yugU,1,1
BSU_31289,1,1
yugT,1,1
yugS,1,1
yugP,1,1
yuzI,1,1
mstX,1,1
kbfO,1,1
yugN,1,1
yugM,1,1
pgi,1,1
bdhK,1,1
bdhJ,1,1
yugI,1,1
yugH,1,1
yugG,1,1
yugF,1,1
yugE,1,1
patB,1,1
kapD,1,1
yuxJ,1,1
yufK,1,1
maeL,1,1
maeM,1,1
nupN,1,1
nupO,1,1
nupP,1,1
nupQ,1,1
yufS,1,1
mrpA,0,1
mrpB,0,1
mrpC,0,1
mrpD,0,1
mrpE,0,1
mrpF,0,1
mrpG,0,1
comP,1,1
BSU_31725,1,1
cotIC,1,1
pdeH,1,1
pncB,0,1
pncA,1,1
yueI,1,1
yueH,1,1
yueG,1,1
yueF,1,1
yuzE,1,1
yuzF,1,1
yueE,1,1
bznD,1,1
yueC,1,1
yueB,1,1
yukAB,1,1
yukC,1,1
yukD,1,1
yukE,1,1
adeR,1,1
yukJ,1,1
mbtH,1,1
besA,1,1
yuiH,1,1
bioYB,1,1
hisP,1,1
pepA,1,1
yuiD,1,1
spsC,1,1
yuiB,1,1
yuiA,1,1
yumB,1,1
trxBB,1,1
yuzG,1,1
paiB,1,1
paiA,1,1
sufA,1,1
dapF,0,0
yutK,1,1
yuzB,1,1
yutJ,1,1
yuzD,1,1
yutI,1,1
yuxL,1,1
thrB,1,1
thrC,1,1
hom,1,1
cotNH,1,1
yutG,1,1
nucF,1,1
yutE,1,1
yutD,1,1
yutC,1,1
lipA,1,1
lytH,1,1
fisB,1,1
yunC,1,1
yunD,1,1
yunE,1,1
yunF,1,1
yunG,1,1
pucR,1,1
yuzJ,1,1
pucG,1,1
pucF,1,1
BSU_32539,1,1
bsnA,1,1
frlP,1,1
frlR,1,1
frlD,1,1
frlO,1,1
frlB,1,1
yurQ,1,1
dadA,1,1
glxB,1,1
yuzN,1,1
sufB,0,1
sufU,1,1
sufS,0,1
sufD,0,1
sufC,0,1
yuzK,1,1
yurZ,1,1
metQ,1,1
metP,1,1
metN,1,1
yusD,1,1
yusE,1,1
yusF,1,1
yusG,1,1
gcvH,1,1
yusI,1,1
fadE,1,1
fadA,1,1
fadN,1,1
yuzL,1,1
yuzM,1,1
yusN,1,1
mdtR,1,1
mdtP,1,1
yusQ,1,1
yusR,1,1
yusS,1,1
yusT,1,1
yusU,1,1
feuV,1,1
cotNW,1,1
yusYc,1,1
yusYn,1,1
yusZ,1,1
htrB,1,1
spxO,1,1
yuxN,1,1
fumC,1,1
yvzF,1,1
liaR,1,1
liaS,1,1
liaF,1,1
liaG,1,1
liaH,1,1
liaI,1,1
yvqJ,1,1
yvqK,1,1
yvrA,1,1
yvrB,1,1
yvrC,1,1
yvrD,1,1
yvrG,1,1
rsoA,1,1
sigO,1,1
yvrJ,1,1
oxdC,1,1
rsiO,1,1
fhuC,1,1
fhuG,1,1
fhuB,1,1
lysP,1,1
yvsG,1,1
ltaSP,1,1
yvgK,1,1
modA,1,1
modB,1,1
pgoN,1,1
nhaK,1,1
cysI,1,1
cysJ,1,1
helD,1,1
yvgT,1,1
cadA,1,1
copA,1,1
copZ,1,1
csoR,1,1
iolW,1,1
azoRB,1,1
yvaC,1,1
yvaD,1,1
yvaE,1,1
yvaF,1,1
yvaG,1,1
smpB,1,1
rnr,1,1
estA.1,1,1
secG,1,1
yvaM,1,1
yvzC,1,1
rghRA,1,1
rghRB,1,1
catR,1,1
yvaQ,1,1
yvaV,1,1
sdpA,1,1
sdpB,1,1
spbC,1,1
sdpI,1,1
sdpR,1,1
opuCD,1,1
opuCC,1,1
opuCB,1,1
opuCA,1,1
opcR,1,1
yvbG,1,1
yvbH,1,1
yvbI,1,1
yvbJ,1,1
yvbK,1,1
yvbT,1,1
yvbU,1,1
cyeB,1,1
yvbW,1,1
yvbX,1,1
lutC,1,1
lutB,1,1
lutA,1,1
yvfU,1,1
yvfT,1,1
yvfS,1,1
yvfR,1,1
rsbQ,1,1
rsbP,1,1
ganB,1,1
ganA,1,1
ganQ,1,1
ganP,1,1
ganS,1,1
ganR,1,1
lutR,1,1
lutP,1,1
yvfG,1,1
epsO,1,1
epsN,1,1
epsM,1,1
epsL,1,1
epsK.1,1,1
epsJ.1,1,1
epsI,1,1
epsH,1,1
epsG,1,1
epsF,1,1
epsE,1,1
epsD,1,1
epsC,1,1
epsB,1,1
epsA,1,1
slrR,1,1
pnbA,1,1
BSU_34399,1,1
padC,1,1
yveG,1,1
yveF,1,1
levB,1,1
yvdT,1,1
psmA,1,1
psmB,1,1
cotNP,1,1
cotR,1,1
mdxM,1,1
mdxL,1,1
mdxK,1,1
mdxJ,1,1
mdxG,1,1
mdxF,1,1
mdxE,1,1
mdxD,1,1
mdxR,1,1
yvdD,1,1
yvdC,1,1
yvdB,1,1
yvdA,1,1
yvcT,1,1
psdB,1,1
psdA,1,1
psdS,1,1
psdR,1,1
yvzJ,1,1
yvcN,1,1
crh,1,1
whiA,1,1
mgfK,1,1
yvcJ,1,1
yvcI,1,1
trxB,0,1
cwlO,1,1
yvcD,1,1
bmrA,1,1
yvzA,1,1
yvcB,1,1
yvcA,1,1
hisIE,1,1
hisF,1,1
hisA,1,1
hisH,1,1
hisB,1,1
hisD,1,1
hisG,1,1
hisZ,1,1
yvpB,1,1
pelC,1,1
hprF,1,1
ppaX,1,1
yvoD,1,1
lgt,1,1
hprK,1,1
nagA,1,1
nagBA,1,1
nagR,1,1
yvnB,1,1
yvnA,1,1
cypX,1,1
pchC,1,1
pchR,1,1
pchE,1,1
yvkN,1,1
yvzB,1,1
yvkC,1,1
yvkB,1,1
yvkA,1,1
minJ,1,1
swrAAc,1,1
swrAAn,1,1
ftsX,1,1
ftsE,1,1
cccB,1,1
yvjA,1,1
hpf,1,1
yvzG,1,1
csrA,1,1
fliW,1,1
yviE,1,1
flgN,1,1
fakBA,1,1
yvyE,1,1
tagV,1,1
tagO,0,0
tuaAc,1,1
tuaAn,1,1
tagU,1,1
mnaA,0,0
BSU_35678,1,1
yvzH,1,1
yvzI,1,1
yvzE,1,1
tagH,0,0
tagG,0,0
pmiA,1,1
tagT,1,1
ribZB,1,1
pgdS,1,1
edmS,1,1
capA,1,1
capC,1,1
capB,1,1
ywsB,1,1
ywsA,1,1
ywrO,1,1
alsR,1,1
ywrK,1,1
ywrJ,1,1
BSU_36079,1,1
ywrF,1,1
hpxW,1,1
chrS,1,1
chrB,1,1
chrA,1,1
ywqO,1,1
ywqN,1,1
ywqM,1,1
nfi,1,1
rttO,1,1
rttN,1,1
ywqI,1,1
ywqH,1,1
BSU_36215,1,1
ywqG,1,1
uglF,1,1
ptpZ,1,1
ptkA,1,1
tkmA,1,1
ywzD,1,1
ywqB,1,1
hepA,1,1
ywpJ,1,1
ssbB,1,1
ywpG,1,1
ywpF,1,1
ywpE,1,1
ywpD,1,1
mscL,1,1
fabZ,0,0
ywoH,1,1
ywoG,1,1
ywoF,1,1
pucI,1,1
ywoD,1,1
ywoC,1,1
BSU_36499,1,1
ywoB,1,1
amtB,1,1
glnK,1,1
bcrC,1,1
ywnH,1,1
ywnG,1,1
BSU_36575,1,1
ywnF,1,1
clsA,1,0
ywnC,1,1
ywnB,1,1
ywnA,1,1
ywzE,1,1
ywzF,1,1
ywmF,1,1
moaA,1,1
fdhD,1,1
ywmD,1,1
BSU_36739,1,1
ywmC,1,1
murAA,0,0
ywmB,1,1
ywzB,1,1
ywmA,1,1
atpC,1,1
atpD,1,1
atpG,1,1
atpA,1,1
atpH,1,1
atpF,1,1
atpE,1,1
atpB,1,1
atpI,1,1
upp,1,1
rpiB,1,1
prpB,1,1
mntP,1,1
tsaC,1,1
ywlB,1,1
spoIIR,1,1
ywlA,1,1
ywkF,1,1
prmC,1,1
prfA,0,1
ywkD,1,1
racA,1,1
maeA,1,1
tdk,1,1
rpmEA,1,1
rho,1,1
BSU_37089,1,1
glpX,1,1
murAB,1,0
tal,1,1
fbaA,1,1
ywjG,1,1
fadF,1,1
clsB,1,0
ywjB,1,1
clsC,1,0
ywiC,1,1
argS,0,1
ywiB,1,1
ywhL,1,1
ywhK,1,1
ywhH,1,1
pbpG,1,1
ywhD,1,1
ywhC,1,1
hmtB,1,1
BSU_37569,1,1
mmr,1,1
ywgB,1,1
ywgA,1,1
ywfO,1,1
ywzC,1,1
psrF,1,1
ywfM,1,1
lipL,1,1
cysL,1,1
hemQ,1,1
bacG,1,1
bacF,1,1
bacE,1,1
bacD,1,1
bacC,1,1
bacB,1,1
bacA,1,1
ywfA,1,1
bslB,1,1
spsL,1,1
spsK,1,1
spsJ,1,1
spsI,1,1
spsG,1,1
spsF,1,1
spsE,1,1
spsD,1,1
spsC.1,1,1
spsB,1,1
spsA,1,1
gerQ,1,1
ywdH,1,1
ung,1,1
ywdF,1,1
ywdE,1,1
ywdD,1,1
ywzG,1,1
pdxK,1,1
nirC,1,1
sacT,1,1
ywcI,1,1
nfrAA,1,1
rodA,0,1
ywcE,1,1
qoxD,1,1
qoxC,1,1
qoxB,1,1
qoxA,1,1
ywzA,1,1
galK,1,1
ywcD,1,1
slrC,1,1
slrA,1,1
vbfB,1,1
vbfA,1,1
ywbO,1,1
efeB,1,1
efeM,1,1
efeU,1,1
cidR,1,1
cidA,1,1
cidB,1,1
ywbF,1,1
ywbE,1,1
rlmI,1,1
glxA,1,1
ywbB,1,1
ywbA,1,1
ywaF,1,1
tyrZR,1,1
tyrZ,1,1
eapD,1,1
relQ,1,1
menA,0,0
BSU_38495,1,1
ywzH,1,1
ilvK,1,1
yxzF,1,1
aag,1,1
yxlH,1,1
yxlA,1,1
nnrA,1,1
cimH,1,1
yxkI,1,1
yxkH,1,1
yxkF,1,1
gdnE,1,1
yxkA,1,1
yxjO,1,1
yxjN,1,1
yxjM,1,1
yxjL,1,1
pepT,1,1
yxjH,1,1
yxjG,1,1
rlmA,1,1
nupG,1,1
yxiTc,1,1
yxiTn,1,1
licT,1,1
yxiP,1,1
yxiO,1,1
deaD,1,1
yxiM,1,1
yxzI,1,1
yxzJ,1,1
yxiK,1,1
yxiJ,1,1
yxiI,1,1
yxzG,1,1
yxiH,1,1
yxiG,1,1
yxzC,1,1
yxiF,1,1
wapI,1,1
yxxF,1,1
yxxE,1,1
rtbE,1,1
rtbD,1,1
yxiC,1,1
yxiB,1,1
abnB,1,1
yxzL,1,1
deoC,1,1
deoR,1,1
yxxB,1,1
yxeR,1,1
sndB,1,1
snaB,1,1
yxeJ,1,1
yxeI,1,1
hadM,1,1
yxeG,1,1
yxeF,1,1
cotNE,1,1
yxeC,1,1
frxB,1,1
yxeA,1,1
tpeM,1,1
tpeL,1,1
tpeK,1,1
tpeJ,1,1
iolJ,1,1
iolG,1,1
iolA,1,1
yxcE,1,1
yxcD,1,1
yxcA,1,1
yxbG,1,1
yxbF,1,1
aldX,1,0
yxaI,1,1
qdoI,1,1
qdoR,1,1
yxnA,1,1
yxaD,1,1
yxzK,1,1
yxaC,1,1
yxaB,1,1
glxK,1,1
bglA,1,1
ptsJ,1,1
yydK,1,1
yyzN,1,1
liaM,1,1
liaL,1,1
liaK,1,1
liaE,1,1
liaD,1,1
yydD,1,1
yydC,1,1
yydB,1,1
rlmH,1,1
yyzF,1,1
yycS,1,1
yycR,1,1
yyzG,1,1
yycQ,1,1
yycP,1,1
yycO,1,1
yycN,1,1
argI,1,1
yyzO,1,1
BSU_40358,1,1
htrC,1,1
walJ,1,1
walI,1,1
walH,1,1
walK,0,1
walR,0,1
yycE,1,1
dnaC,0,1
yyzB,1,1
yycA,1,1
rplI,1,1
gdpP,1,1
yybS,1,1
yyzH,1,1
hypR,1,1
ppaC,0,1
yybP,1,1
yybO,1,1
yyzI,1,1
yyzJ,1,1
BSU_40576,1,1
yyzK,1,1
yyzL,1,1
ictI,1,1
yybH,1,1
yybG,1,1
yybF,1,1
yybE,1,1
yybD,1,1
yybC,1,1
yybB,1,1
yybA,1,1
yyaT,1,1
yyaS,1,1
yyaR,1,1
yyaQ,1,1
yyaP,1,1
yyaO,1,1
yyaN,1,1
yyaM,1,1
yyaL,1,1
yyaK,1,1
yyaJ,1,1
maa,1,1
yyaH,1,1
ssbA,0,1
engD,1,1
yyaE,1,1
yyzM,1,1
sprC,1,1
parB,1,1
parA,1,1
yyaB,1,1
nocA,1,1
rsmG,1,1
trmF,1,1
mnmE,1,1
oxaAA,1,1
rnpA,0,1
